26.8,17.7,37.7,23.7,39.2,-26243751,-48641539

26.8,17.6,37.7,24.9,39.1,-26243745,-48641558

26.8,17.6,37.8,23.0,39.0,-26243739,-48641577

26.7,17.6,37.8,24.3,38.7,-26243731,-48641596

26.8,17.5,37.7,22.2,39.3,-26243724,-48641614

26.8,17.6,38.0,21.8,40.2,-26243717,-48641633

29.2,17.6,37.7,24.1,40.2,-26243710,-48641651

26.7,17.5,37.7,22.3,40.1,-26243692,-48641687

26.7,17.5,37.6,24.8,40.8,-26243683,-48641705

26.8,17.6,37.6,21.4,40.5,-26243674,-48641723

26.7,17.5,37.7,24.6,40.6,-26243665,-48641741

26.7,17.5,37.6,24.5,40.1,-26243654,-48641758

26.7,17.6,37.7,24.3,40.0,-26243644,-48641776

26.8,17.6,37.8,21.1,40.1,-26243634,-48641793

26.7,17.5,37.7,22.6,41.2,-26243624,-48641812

26.7,17.5,37.7,21.8,41.2,-26243615,-48641830

26.7,17.5,37.7,21.6,41.7,-26243605,-48641848

26.8,17.6,37.7,20.0,40.3,-26243595,-48641866

26.8,17.6,37.8,21.4,40.3,-26243584,-48641884

26.8,17.5,37.7,21.3,40.3,-26243562,-48641917

26.7,17.5,37.7,22.2,40.3,-26243552,-48641935

26.7,17.5,37.6,23.6,41.0,-26243542,-48641953

26.7,17.5,37.6,23.5,40.8,-26243531,-48641970

26.7,17.5,37.5,23.4,40.6,-26243520,-48641987

26.7,17.4,37.6,23.3,40.5,-26243508,-48642003

26.7,17.5,37.6,22.2,39.9,-26243496,-48642020

26.7,17.5,37.6,22.1,38.7,-26243487,-48642036

26.7,17.6,37.5,23.0,37.9,-26243478,-48642052

26.7,17.6,37.5,20.3,37.9,-26243469,-48642069

26.7,17.5,40.0,20.2,37.9,-26243460,-48642086

26.6,17.4,37.6,20.3,37.3,-26243443,-48642120

26.6,17.4,37.6,18.6,37.5,-26243435,-48642137

26.7,17.5,37.5,22.6,36.3,-26243427,-48642153

26.7,17.5,37.6,20.6,36.1,-26243421,-48642171

26.6,17.4,37.5,22.2,35.7,-26243415,-48642188

26.7,17.4,37.7,18.4,35.6,-26243410,-48642205

26.7,17.5,37.6,18.8,36.0,-26243405,-48642223

26.8,17.6,37.7,21.0,35.9,-26243400,-48642240

26.7,17.5,37.6,19.1,36.2,-26243393,-48642258

26.3,17.2,37.4,19.4,36.4,-26243387,-48642275

26.7,17.6,37.6,18.8,36.4,-26243380,-48642292

26.8,17.5,37.4,19.2,38.2,-26243368,-48642328

26.8,17.7,37.7,17.4,37.1,-26243360,-48642346

26.7,17.6,37.5,21.5,36.4,-26243352,-48642362

26.7,17.6,37.4,21.5,36.7,-26243345,-48642379

26.6,17.3,36.9,19.5,36.1,-26243338,-48642397

26.4,17.0,35.8,20.4,36.4,-26243332,-48642414

26.4,16.8,35.4,20.3,37.3,-26243326,-48642432

26.3,16.6,34.4,20.2,38.2,-26243318,-48642449

26.0,16.2,33.5,21.0,39.0,-26243308,-48642466

26.2,16.2,33.0,21.0,39.8,-26243297,-48642482

26.1,16.1,32.1,20.8,39.8,-26243285,-48642497

25.8,15.9,31.1,17.1,39.4,-26243253,-48642518

26.0,16.0,30.6,16.6,39.7,-26243235,-48642523

26.2,16.3,30.2,18.2,39.3,-26243217,-48642525

25.7,15.7,29.3,17.4,39.6,-26243198,-48642523

26.0,15.9,28.8,20.4,41.5,-26243181,-48642520

25.8,15.8,28.4,17.9,43.6,-26243161,-48642518

25.9,15.8,28.7,17.9,45.1,-26243141,-48642515

26.0,15.9,29.1,17.8,46.3,-26243120,-48642512

26.5,15.6,29.0,18.5,46.7,-26243098,-48642508

25.9,15.7,28.9,18.5,48.3,-26243077,-48642504

26.0,15.9,29.2,16.9,48.7,-26243054,-48642501

25.9,15.4,28.9,19.9,48.7,-26243032,-48642499

25.9,15.7,29.0,19.0,49.2,-26242986,-48642495

25.9,15.7,29.0,19.8,49.0,-26242964,-48642493

25.6,15.4,28.5,19.6,48.5,-26242941,-48642492

26.0,15.7,29.1,19.6,48.9,-26242918,-48642491

25.8,15.8,29.1,18.7,49.3,-26242896,-48642490

25.7,15.5,28.9,19.3,49.6,-26242873,-48642488

26.0,15.8,29.0,17.9,49.5,-26242850,-48642486

25.8,15.7,29.1,16.0,49.3,-26242827,-48642483

25.7,15.5,28.9,17.3,49.5,-26242804,-48642480

26.0,15.8,29.1,17.7,50.2,-26242781,-48642477

26.0,15.9,29.1,18.2,50.2,-26242758,-48642474

25.8,15.5,28.8,19.0,50.2,-26242712,-48642467

25.9,15.7,29.0,16.7,50.0,-26242689,-48642462

25.9,15.8,29.1,16.3,50.6,-26242665,-48642458

25.8,15.7,28.5,17.9,50.0,-26242642,-48642454

26.0,15.7,28.6,18.5,50.6,-26242619,-48642449

25.7,17.3,28.4,17.7,50.9,-26242596,-48642444

25.9,15.7,28.5,15.2,50.9,-26242572,-48642438

26.0,15.8,28.6,16.2,50.4,-26242549,-48642433

25.7,15.4,30.0,15.2,50.1,-26242526,-48642429

25.9,15.7,28.5,14.9,49.9,-26242504,-48642425

26.1,15.9,28.7,18.2,49.9,-26242480,-48642421

25.6,15.4,28.5,15.8,51.1,-26242433,-48642414

25.8,15.6,28.6,15.7,50.6,-26242410,-48642409

26.0,16.0,28.9,17.9,50.4,-26242388,-48642401

25.8,15.6,28.5,14.6,48.7,-26242366,-48642391

26.1,15.9,28.6,17.8,48.8,-26242346,-48642381

25.7,15.7,28.7,17.7,49.1,-26242325,-48642370

25.9,15.7,28.6,15.1,49.6,-26242304,-48642360

26.0,15.8,28.6,16.6,50.3,-26242282,-48642351

24.4,15.6,28.6,17.0,51.6,-26242260,-48642342

25.8,15.6,28.6,17.4,52.1,-26242236,-48642334

25.9,15.9,29.0,17.2,52.1,-26242213,-48642326

26.1,15.9,29.1,14.8,50.9,-26242168,-48642312

25.7,15.5,29.9,17.2,51.2,-26242145,-48642305

26.0,15.9,29.1,17.1,52.1,-26242122,-48642299

25.6,15.6,28.8,13.8,51.9,-26242099,-48642293

25.8,15.6,28.7,17.0,52.1,-26242075,-48642286

26.0,15.8,29.0,17.0,51.5,-26242052,-48642279

25.7,15.6,28.8,16.0,51.5,-26242029,-48642271

26.0,15.9,29.0,16.0,51.5,-26242005,-48642264

25.9,15.9,29.0,14.4,51.9,-26241982,-48642258

25.8,15.6,28.8,14.3,52.4,-26241958,-48642251

26.0,15.9,29.0,12.4,52.4,-26241935,-48642245

26.0,15.9,29.1,14.0,51.8,-26241888,-48642231

25.6,15.7,29.0,15.3,52.4,-26241865,-48642224

25.9,15.8,29.0,15.5,53.3,-26241841,-48642217

25.8,15.8,29.0,12.8,52.9,-26241817,-48642209

25.7,15.6,28.9,14.4,52.1,-26241794,-48642200

26.0,15.9,29.1,14.5,51.5,-26241771,-48642192

27.0,15.6,28.5,12.3,51.9,-26241748,-48642183

26.0,15.8,28.6,13.8,52.3,-26241726,-48642173

26.0,16.1,28.8,14.2,50.9,-26241704,-48642163

25.7,16.8,28.4,11.7,50.4,-26241681,-48642154

26.0,15.6,28.6,13.0,51.3,-26241659,-48642146

26.0,16.0,28.8,12.4,51.3,-26241636,-48642138

25.6,15.7,28.6,14.2,52.3,-26241590,-48642125

25.8,15.7,28.6,14.1,46.3,-26241568,-48642119

26.0,16.0,28.8,12.0,50.9,-26241545,-48642112

25.5,15.6,28.6,15.4,51.1,-26241522,-48642106

25.9,15.9,28.7,14.4,51.3,-26241498,-48642100

25.8,15.8,28.7,12.4,51.9,-26241474,-48642093

25.7,15.6,28.4,14.9,51.7,-26241451,-48642086

26.2,16.0,28.8,15.1,51.4,-26241427,-48642079

25.6,15.7,28.5,13.6,52.0,-26241403,-48642072

25.9,15.7,28.6,12.2,51.7,-26241380,-48642065

26.1,15.9,28.8,14.7,51.7,-26241356,-48642057

25.8,15.8,28.7,13.0,51.3,-26241310,-48642040

25.8,15.6,28.5,14.4,51.7,-26241287,-48642031

26.0,15.9,29.1,12.0,51.5,-26241265,-48642022

26.0,15.9,29.2,12.0,52.3,-26241242,-48642013

25.8,15.6,28.9,12.5,52.9,-26241218,-48642004

26.0,15.9,29.0,14.4,52.3,-26241195,-48641996

25.8,15.6,28.1,14.4,52.4,-26241172,-48641986

26.0,15.9,29.0,13.6,51.0,-26241150,-48641974

26.0,15.9,29.2,13.9,50.4,-26241130,-48641961

25.8,15.7,28.9,14.1,47.7,-26241112,-48641947

25.8,15.8,29.0,12.2,47.7,-26241096,-48641931

26.0,16.1,29.3,12.7,43.6,-26241071,-48641894

25.7,15.4,28.8,13.0,40.6,-26241063,-48641874

26.0,15.9,29.1,12.4,41.4,-26241058,-48641854

26.1,16.1,29.2,12.1,35.7,-26241055,-48641834

25.8,15.8,29.0,12.7,30.5,-26241055,-48641818

26.2,16.1,29.2,13.6,34.1,-26241057,-48641802

25.7,15.9,29.2,13.5,30.2,-26241061,-48641787

25.9,15.9,29.1,13.5,30.9,-26241066,-48641772

26.1,16.1,29.2,11.6,28.5,-26241073,-48641759

27.2,15.6,29.4,13.3,29.1,-26241081,-48641750

25.7,15.5,29.3,11.3,29.1,-26241090,-48641739

26.0,15.9,29.5,13.1,31.0,-26241107,-48641717

25.7,17.2,29.2,09.7,31.6,-26241117,-48641704

25.9,15.7,29.4,11.9,32.2,-26241126,-48641692

26.0,16.0,29.5,12.0,33.2,-26241137,-48641680

25.8,15.9,29.5,11.9,32.9,-26241147,-48641668

26.1,15.9,29.5,10.1,29.5,-26241158,-48641657

25.9,15.9,29.5,09.9,31.2,-26241168,-48641647

25.8,15.6,29.3,11.1,32.3,-26241180,-48641637

26.0,15.9,29.4,11.8,31.5,-26241191,-48641626

25.8,15.9,29.5,10.6,31.0,-26241202,-48641615

25.8,15.6,29.3,10.8,32.2,-26241213,-48641605

26.0,15.8,29.4,12.3,32.2,-26241226,-48641595

25.9,15.9,29.4,09.8,32.0,-26241249,-48641574

25.6,17.2,29.2,12.2,31.8,-26241261,-48641564

26.1,16.0,29.5,10.1,31.0,-26241273,-48641554

26.1,16.0,29.6,12.1,29.9,-26241284,-48641545

25.8,15.6,29.7,12.0,30.6,-26241296,-48641536

26.1,16.0,29.9,10.6,30.6,-26241308,-48641527

25.6,15.4,29.6,11.9,28.9,-26241320,-48641519

25.9,15.8,29.7,11.8,30.3,-26241331,-48641510

26.0,15.9,29.9,11.8,32.0,-26241343,-48641501

25.6,15.5,29.3,10.5,32.0,-26241355,-48641491

25.8,15.7,29.7,11.6,32.0,-26241367,-48641482

26.0,16.0,29.9,11.6,32.4,-26241390,-48641463

23.7,15.5,29.7,10.8,22.7,-26241398,-48641453

25.9,15.7,29.8,09.9,30.9,-26241408,-48641444

25.9,15.9,29.9,11.3,29.7,-26241420,-48641436

25.7,15.8,29.8,07.2,31.2,-26241432,-48641427

26.0,15.9,29.8,11.1,32.7,-26241445,-48641419

25.8,15.8,29.7,08.4,30.6,-26241457,-48641411

25.9,15.7,29.8,10.3,29.5,-26241469,-48641404

26.0,16.0,29.9,11.0,29.7,-26241481,-48641396

25.7,15.8,29.8,10.5,30.8,-26241493,-48641388

25.6,15.5,30.6,06.9,30.8,-26241505,-48641378

26.0,15.9,29.8,08.3,30.9,-26241530,-48641361

26.0,15.9,29.6,09.8,30.6,-26241542,-48641354

25.7,15.7,29.3,07.7,30.3,-26241554,-48641345

26.0,15.9,29.6,08.6,30.5,-26241565,-48641337

25.5,15.6,29.4,10.5,30.7,-26241577,-48641328

25.9,15.7,29.4,07.2,32.0,-26241589,-48641319

26.0,16.0,29.7,08.4,31.5,-26241601,-48641310

25.7,15.4,30.9,09.3,30.6,-26241612,-48641300

25.9,15.8,29.5,10.2,30.5,-26241624,-48641292

25.9,15.8,29.6,09.1,31.6,-26241636,-48641282

25.7,15.5,28.9,09.4,31.6,-26241648,-48641272

25.8,15.6,29.4,07.5,31.3,-26241672,-48641253

26.1,16.0,29.7,09.9,31.5,-26241684,-48641244

25.7,15.6,29.3,07.5,30.7,-26241696,-48641235

25.9,15.7,29.4,08.8,31.1,-26241708,-48641227

25.7,15.8,29.5,07.2,31.5,-26241721,-48641219

25.8,15.7,29.4,08.0,30.3,-26241733,-48641212

26.0,16.0,29.6,09.7,29.4,-26241746,-48641206

25.5,15.6,29.4,08.8,28.2,-26241758,-48641200

25.9,15.7,29.0,08.9,29.0,-26241770,-48641196

26.0,16.0,29.2,07.5,29.4,-26241783,-48641191

25.8,15.5,28.9,06.1,29.4,-26241796,-48641186

25.9,15.9,29.1,08.5,29.4,-26241809,-48641182

26.0,15.8,29.0,09.3,28.5,-26241834,-48641172

25.8,15.8,29.2,09.0,29.6,-26241847,-48641167

25.9,15.8,29.2,07.2,30.3,-26241860,-48641163

25.9,15.9,29.2,08.2,29.5,-26241873,-48641158

25.7,15.6,29.0,09.0,28.9,-26241886,-48641153

26.0,15.9,29.1,08.0,30.1,-26241899,-48641147

25.8,15.8,29.0,08.8,30.6,-26241912,-48641142

25.7,15.6,28.9,08.8,31.9,-26241926,-48641136

26.0,15.9,29.2,06.7,31.4,-26241940,-48641130

25.8,15.8,29.2,06.9,31.4,-26241953,-48641125

25.7,15.6,29.1,07.5,31.4,-26241967,-48641120

25.9,15.8,29.1,08.5,30.9,-26241995,-48641110

26.0,15.9,29.2,06.9,31.2,-26242009,-48641106

25.7,15.6,28.9,07.7,32.3,-26242023,-48641100

25.9,15.7,28.6,08.4,32.5,-26242037,-48641094

25.6,15.7,28.6,07.7,33.7,-26242052,-48641089

25.9,15.8,28.7,07.5,32.4,-26242066,-48641083

26.0,15.9,28.8,07.4,32.2,-26242080,-48641077

25.6,17.3,28.4,05.5,31.8,-26242094,-48641071

26.0,15.8,28.6,07.2,32.2,-26242108,-48641065

25.9,15.9,28.7,04.5,33.6,-26242122,-48641059

25.6,16.9,28.5,04.7,33.6,-26242136,-48641054

25.7,15.5,28.4,06.4,32.7,-26242164,-48641042

25.8,15.7,28.7,07.9,33.7,-26242179,-48641035

25.7,15.5,28.4,06.8,32.7,-26242193,-48641028

25.8,15.7,28.6,07.7,33.8,-26242207,-48641021

26.0,16.0,28.8,07.6,32.6,-26242221,-48641015

25.7,15.6,28.5,06.6,31.4,-26242235,-48641010

25.9,15.8,28.7,05.6,32.0,-26242249,-48641006

25.7,15.8,28.7,05.0,30.8,-26242263,-48641003

25.8,15.6,28.5,05.0,30.4,-26242277,-48641000

26.0,15.9,28.8,05.7,31.0,-26242291,-48640995

25.9,15.9,28.8,06.1,31.0,-26242305,-48640991

25.6,17.3,28.0,06.4,32.8,-26242334,-48640981

26.0,15.9,28.4,06.9,33.5,-26242349,-48640976

25.9,15.9,28.3,05.3,32.4,-26242363,-48640972

25.8,15.6,28.2,03.8,31.6,-26242377,-48640967

26.3,16.1,28.6,03.6,33.1,-26242392,-48640963

